issue_year,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,income_band,verification_status,purpose,addr_state,dti,dti_band,fico,revol_util,delinq_2yrs,loan_status,is_default,risk_score,risk_segment
2015,6000.00,36,13.99,205.04,C,C4,6.0,MORTGAGE,43700.00,40-70k,Verified,home_improvement,FL,31.87,30-40,662.0,10.30,1,"Fully Paid",0,4,High
2015,34000.00,36,10.78,1109.58,B,B4,7.0,RENT,76497.00,70-100k,Verified,debt_consolidation,NV,13.32,10-20,707.0,96.90,0,"Fully Paid",0,1,Low
2015,16000.00,36,12.88,538.18,C,C2,10.0,MORTGAGE,91000.00,70-100k,"Source Verified",debt_consolidation,NJ,11.78,10-20,667.0,40.70,3,"Charged Off",1,3,Medium
2015,11200.00,36,8.49,353.51,B,B1,10.0,MORTGAGE,70000.00,40-70k,"Not Verified",debt_consolidation,MA,15.88,10-20,687.0,40.80,1,"Fully Paid",0,1,Low
2015,6000.00,36,7.91,187.77,A,A5,10.0,MORTGAGE,50000.00,40-70k,"Not Verified",debt_consolidation,KY,19.42,10-20,787.0,24.00,0,"Fully Paid",0,0,Low
2015,9100.00,36,6.49,278.87,A,A2,4.0,RENT,84000.00,70-100k,"Not Verified",credit_card,OH,15.57,10-20,732.0,21.70,0,"Fully Paid",0,0,Low
2015,10000.00,36,6.99,308.73,A,A3,10.0,MORTGAGE,60000.00,40-70k,"Not Verified",other,TN,29.15,20-30,712.0,32.70,0,"Fully Paid",0,1,Low
2015,30000.00,60,27.49,924.87,G,G2,1.0,MORTGAGE,115000.00,100-150k,Verified,other,CO,17.73,10-20,677.0,58.70,0,"Charged Off",1,3,Medium
2015,8450.00,36,11.99,280.63,C,C1,10.0,RENT,37380.00,<40k,"Not Verified",debt_consolidation,NC,15.09,10-20,672.0,37.00,0,"Fully Paid",0,2,Medium
2015,8775.00,36,22.45,337.17,F,F1,10.0,RENT,75000.00,70-100k,"Source Verified",credit_card,GA,20.37,20-30,662.0,33.40,0,"Fully Paid",0,3,Medium
2015,6000.00,36,5.32,180.69,A,A1,5.0,MORTGAGE,72000.00,70-100k,"Source Verified",debt_consolidation,TX,17.08,10-20,692.0,87.80,1,"Fully Paid",0,2,Medium
2015,10000.00,36,5.32,301.15,A,A1,10.0,MORTGAGE,75000.00,70-100k,"Source Verified",debt_consolidation,WY,5.17,0-10,772.0,20.40,0,"Fully Paid",0,0,Low
2015,10000.00,36,15.77,350.44,D,D1,4.0,RENT,128000.00,100-150k,Verified,debt_consolidation,CA,36.23,30-40,687.0,67.40,1,"Charged Off",1,4,High
2015,7200.00,36,17.27,257.67,D,D3,3.0,RENT,22000.00,<40k,Verified,debt_consolidation,MD,38.63,30-40,702.0,60.90,0,"Fully Paid",0,3,Medium
2015,20000.00,60,14.85,474.23,C,C5,5.0,OWN,75000.00,70-100k,"Not Verified",debt_consolidation,CA,18.76,10-20,707.0,89.00,0,"Fully Paid",0,2,Medium
2015,20000.00,36,9.17,637.58,B,B2,2.0,RENT,95750.00,70-100k,"Source Verified",debt_consolidation,FL,19.14,10-20,687.0,27.90,1,"Charged Off",1,1,Low
2015,5000.00,36,5.32,150.58,A,A1,8.0,MORTGAGE,130000.00,100-150k,"Not Verified",debt_consolidation,CA,10.44,10-20,722.0,25.10,0,"Fully Paid",0,0,Low
2015,15000.00,60,9.80,317.24,B,B3,0.0,MORTGAGE,35179.00,<40k,"Not Verified",debt_consolidation,CO,23.47,20-30,707.0,45.40,0,"Charged Off",1,0,Low
2015,23950.00,36,17.97,865.49,D,D4,3.0,RENT,160000.00,150k+,Verified,credit_card,PA,18.41,10-20,677.0,59.00,0,"Charged Off",1,2,Medium
2015,15000.00,36,10.78,489.52,B,B4,10.0,MORTGAGE,160000.00,150k+,"Not Verified",debt_consolidation,FL,24.79,20-30,672.0,78.80,0,"Fully Paid",0,2,Medium
2015,2250.00,36,8.49,71.02,B,B1,0.0,MORTGAGE,60000.00,40-70k,"Source Verified",credit_card,IN,16.88,10-20,692.0,59.50,0,"Fully Paid",0,0,Low
2015,14000.00,36,13.44,474.69,C,C3,1.0,MORTGAGE,40000.00,<40k,"Not Verified",debt_consolidation,LA,37.39,30-40,672.0,63.80,0,"Fully Paid",0,4,High
2015,14000.00,36,12.88,470.91,C,C2,2.0,RENT,80000.00,70-100k,"Source Verified",debt_consolidation,CA,5.04,0-10,662.0,37.80,0,"Charged Off",1,2,Medium
2015,18000.00,36,7.49,559.83,A,A4,3.0,MORTGAGE,83000.00,70-100k,"Source Verified",debt_consolidation,VA,7.93,0-10,702.0,24.10,0,"Fully Paid",0,0,Low
2015,12000.00,36,5.32,361.38,A,A1,3.0,MORTGAGE,72500.00,70-100k,"Not Verified",other,MD,2.71,0-10,747.0,26.90,0,"Fully Paid",0,0,Low
2015,5600.00,36,10.78,182.76,B,B4,10.0,OWN,46000.00,40-70k,"Source Verified",credit_card,MD,13.18,10-20,662.0,84.40,0,"Fully Paid",0,2,Medium
2015,35000.00,36,16.59,1240.72,D,D2,1.0,RENT,83000.00,70-100k,Verified,debt_consolidation,CA,25.52,20-30,702.0,78.40,0,"Fully Paid",0,3,Medium
2015,8000.00,36,12.88,269.09,C,C2,3.0,RENT,43500.00,40-70k,"Source Verified",other,GA,22.48,20-30,702.0,22.10,0,"Charged Off",1,1,Low
2015,2400.00,36,13.44,81.38,C,C3,3.0,RENT,26000.00,<40k,"Source Verified",debt_consolidation,WA,16.39,10-20,672.0,35.30,0,"Fully Paid",0,2,Medium
2015,35000.00,36,17.27,1252.56,D,D3,0.0,MORTGAGE,98000.00,70-100k,"Source Verified",debt_consolidation,FL,19.74,10-20,687.0,47.80,0,"Fully Paid",0,1,Low
2015,7000.00,36,12.88,235.46,C,C2,10.0,OWN,55000.00,40-70k,"Source Verified",other,AZ,37.22,30-40,737.0,0.00,0,"Fully Paid",0,2,Medium
2015,8000.00,36,11.99,265.68,C,C1,2.0,OWN,23200.00,<40k,Verified,debt_consolidation,OR,33.78,30-40,677.0,40.80,0,"Fully Paid",0,3,Medium
2015,6125.00,36,17.27,219.20,D,D3,4.0,RENT,70000.00,40-70k,"Source Verified",debt_consolidation,NY,17.36,10-20,692.0,27.10,0,"Fully Paid",0,1,Low
2015,10400.00,36,13.44,352.63,C,C3,10.0,MORTGAGE,150000.00,100-150k,Verified,debt_consolidation,MO,18.51,10-20,672.0,66.70,1,"Charged Off",1,4,High
2015,30000.00,36,7.91,938.85,A,A5,5.0,MORTGAGE,134000.00,100-150k,"Not Verified",debt_consolidation,AL,17.10,10-20,727.0,42.40,0,"Fully Paid",0,0,Low
2015,4000.00,36,14.85,138.37,C,C5,5.0,MORTGAGE,30000.00,<40k,"Not Verified",debt_consolidation,IL,8.18,0-10,667.0,20.10,1,"Fully Paid",0,3,Medium
2015,10000.00,36,10.78,326.35,B,B4,10.0,MORTGAGE,125000.00,100-150k,"Not Verified",debt_consolidation,FL,19.92,10-20,687.0,24.00,1,"Fully Paid",0,1,Low
2015,16000.00,36,7.91,500.72,A,A5,0.0,MORTGAGE,50000.00,40-70k,"Not Verified",debt_consolidation,KY,24.41,20-30,717.0,64.80,0,"Fully Paid",0,1,Low
2015,24000.00,60,17.27,599.96,D,D3,10.0,MORTGAGE,67000.00,40-70k,"Not Verified",home_improvement,NY,29.07,20-30,692.0,62.90,4,"Charged Off",1,4,High
2015,19225.00,60,26.99,586.93,G,G1,0.0,MORTGAGE,56600.00,40-70k,Verified,debt_consolidation,OH,18.21,10-20,712.0,44.70,0,"Charged Off",1,2,Medium
2015,13000.00,60,12.88,295.00,C,C2,5.0,MORTGAGE,130000.00,100-150k,"Not Verified",home_improvement,OK,5.51,0-10,707.0,29.40,0,"Charged Off",1,1,Low
2015,2000.00,36,6.49,61.29,A,A2,3.0,OWN,35037.00,<40k,"Not Verified",credit_card,MD,8.51,0-10,762.0,11.00,0,"Fully Paid",0,0,Low
2015,19200.00,36,5.32,578.21,A,A1,0.0,MORTGAGE,50000.00,40-70k,"Source Verified",debt_consolidation,SC,19.24,10-20,692.0,82.20,0,"Fully Paid",0,1,Low
2015,10000.00,60,13.44,229.79,C,C3,10.0,RENT,140000.00,100-150k,"Source Verified",debt_consolidation,CA,9.99,0-10,662.0,42.70,0,"Fully Paid",0,2,Medium
2015,35000.00,36,7.91,1095.33,A,A5,4.0,MORTGAGE,165000.00,150k+,"Source Verified",debt_consolidation,NY,18.89,10-20,712.0,50.00,0,"Fully Paid",0,0,Low
2015,15000.00,36,12.88,504.55,C,C2,10.0,MORTGAGE,60000.00,40-70k,"Not Verified",debt_consolidation,AL,36.40,30-40,677.0,62.00,0,"Fully Paid",0,4,High
2015,35000.00,36,15.77,1226.53,D,D1,0.0,RENT,84468.00,70-100k,"Source Verified",debt_consolidation,NC,16.85,10-20,667.0,55.90,1,"Fully Paid",0,3,Medium
2015,18000.00,36,8.49,568.14,B,B1,0.0,RENT,55000.00,40-70k,"Source Verified",credit_card,OH,27.17,20-30,672.0,71.70,0,"Fully Paid",0,3,Medium
2015,8000.00,36,9.80,257.39,B,B3,6.0,RENT,40000.00,<40k,"Not Verified",debt_consolidation,CA,25.15,20-30,687.0,35.30,0,"Charged Off",1,1,Low
2015,15000.00,60,12.88,340.38,C,C2,10.0,OWN,50000.00,40-70k,"Not Verified",debt_consolidation,AZ,30.08,30-40,807.0,9.50,0,"Fully Paid",0,2,Medium
2015,17400.00,60,8.49,356.91,B,B1,10.0,MORTGAGE,175000.00,150k+,"Source Verified",debt_consolidation,OR,7.04,0-10,697.0,32.10,0,"Fully Paid",0,0,Low
2015,35000.00,36,11.99,1162.34,C,C1,10.0,MORTGAGE,156000.00,150k+,Verified,credit_card,TN,14.98,10-20,712.0,88.50,0,"Fully Paid",0,2,Medium
2015,12000.00,36,9.17,382.55,B,B2,3.0,RENT,100000.00,70-100k,"Source Verified",debt_consolidation,IL,12.13,10-20,747.0,6.10,0,"Fully Paid",0,0,Low
2015,24000.00,36,9.17,765.10,B,B2,10.0,RENT,66000.00,40-70k,Verified,debt_consolidation,CA,23.98,20-30,667.0,61.70,1,"Fully Paid",0,3,Medium
2015,8000.00,36,7.91,250.36,A,A5,5.0,OWN,66500.00,40-70k,Verified,home_improvement,TX,29.22,20-30,727.0,40.70,0,"Fully Paid",0,1,Low
2015,16775.00,60,19.89,443.41,E,E3,1.0,MORTGAGE,74000.00,70-100k,Verified,debt_consolidation,GA,29.91,20-30,677.0,35.00,0,"Fully Paid",0,4,High
2015,8000.00,36,8.49,252.51,B,B1,3.0,MORTGAGE,48000.00,40-70k,"Not Verified",credit_card,AZ,15.15,10-20,672.0,86.00,0,"Fully Paid",0,2,Medium
2015,21000.00,36,10.78,685.33,B,B4,0.0,MORTGAGE,100000.00,70-100k,"Not Verified",debt_consolidation,CO,29.75,20-30,732.0,31.30,0,"Fully Paid",0,1,Low
2015,10000.00,36,12.88,336.37,C,C2,0.0,MORTGAGE,113000.00,100-150k,"Source Verified",credit_card,OR,21.59,20-30,692.0,76.00,0,"Fully Paid",0,2,Medium
2015,6000.00,36,7.91,187.77,A,A5,0.0,MORTGAGE,81120.00,70-100k,"Not Verified",debt_consolidation,NC,18.45,10-20,687.0,34.90,0,"Fully Paid",0,0,Low
2015,6000.00,36,18.49,218.40,D,D5,NULL,MORTGAGE,54744.00,40-70k,Verified,debt_consolidation,NJ,23.96,20-30,667.0,34.30,1,"Fully Paid",0,3,Medium
2015,8400.00,36,11.48,276.92,B,B5,0.0,RENT,80000.00,70-100k,"Source Verified",credit_card,NY,13.92,10-20,712.0,29.10,0,"Fully Paid",0,0,Low
2015,10000.00,60,12.88,226.92,C,C2,10.0,RENT,33000.00,<40k,"Not Verified",credit_card,HI,23.23,20-30,667.0,48.80,1,"Fully Paid",0,3,Medium
2015,6000.00,36,9.17,191.28,B,B2,2.0,OWN,72000.00,70-100k,"Not Verified",credit_card,CO,2.80,0-10,662.0,9.80,0,"Fully Paid",0,1,Low
2015,20000.00,36,8.49,631.26,B,B1,10.0,RENT,70000.00,40-70k,"Source Verified",credit_card,NY,12.51,10-20,677.0,62.20,0,"Fully Paid",0,2,Medium
2015,4600.00,36,11.99,152.77,C,C1,NULL,RENT,14688.00,<40k,Verified,credit_card,FL,14.79,10-20,672.0,31.50,0,"Fully Paid",0,2,Medium
2015,20000.00,36,17.27,715.75,D,D3,10.0,MORTGAGE,50000.00,40-70k,"Not Verified",other,NC,33.75,30-40,707.0,58.10,0,"Fully Paid",0,2,Medium
2015,15000.00,36,9.17,478.19,B,B2,2.0,RENT,48112.00,40-70k,"Not Verified",credit_card,CA,31.62,30-40,687.0,58.00,1,"Fully Paid",0,2,Medium
2015,12000.00,36,12.88,403.64,C,C2,4.0,MORTGAGE,40000.00,<40k,"Not Verified",debt_consolidation,AZ,23.98,20-30,692.0,48.10,0,"Fully Paid",0,1,Low
2015,5000.00,36,10.78,163.18,B,B4,10.0,OWN,75000.00,70-100k,"Source Verified",debt_consolidation,NC,16.70,10-20,707.0,60.50,0,"Fully Paid",0,1,Low
2015,6000.00,36,10.78,195.81,B,B4,0.0,MORTGAGE,57000.00,40-70k,"Source Verified",debt_consolidation,MD,18.34,10-20,692.0,21.10,2,"Fully Paid",0,1,Low
2015,6000.00,36,5.32,180.69,A,A1,10.0,RENT,43000.00,40-70k,"Source Verified",debt_consolidation,NY,20.37,20-30,682.0,24.50,0,"Fully Paid",0,0,Low
2015,28000.00,60,20.50,749.65,E,E4,10.0,RENT,84000.00,70-100k,"Source Verified",debt_consolidation,CA,37.26,30-40,702.0,48.50,0,"Charged Off",1,3,Medium
2015,15000.00,36,5.32,451.73,A,A1,3.0,OWN,81000.00,70-100k,"Not Verified",credit_card,TX,16.95,10-20,802.0,9.40,0,"Fully Paid",0,0,Low
2015,10500.00,36,8.49,331.42,B,B1,10.0,MORTGAGE,168400.00,150k+,Verified,other,TX,27.58,20-30,717.0,61.50,0,"Fully Paid",0,2,Medium
2015,10000.00,36,13.44,339.07,C,C3,3.0,MORTGAGE,34000.00,<40k,"Source Verified",debt_consolidation,MA,11.19,10-20,722.0,15.10,0,"Fully Paid",0,1,Low
2015,3600.00,36,7.49,111.97,A,A4,0.0,MORTGAGE,62000.00,40-70k,"Not Verified",debt_consolidation,MI,22.42,20-30,722.0,19.60,0,"Fully Paid",0,0,Low
2015,10000.00,36,11.48,329.67,B,B5,10.0,MORTGAGE,72000.00,70-100k,"Not Verified",other,VA,26.90,20-30,682.0,61.40,0,"Fully Paid",0,2,Medium
2015,30000.00,36,8.49,946.89,B,B1,10.0,RENT,115000.00,100-150k,"Source Verified",credit_card,NV,13.54,10-20,692.0,46.20,1,"Fully Paid",0,1,Low
2015,8000.00,36,11.99,265.68,C,C1,2.0,RENT,35000.00,<40k,"Source Verified",debt_consolidation,NY,10.12,10-20,722.0,26.90,0,"Fully Paid",0,1,Low
2015,15000.00,60,16.59,369.49,D,D2,1.0,MORTGAGE,55000.00,40-70k,"Not Verified",debt_consolidation,CT,10.17,10-20,662.0,54.40,0,"Charged Off",1,2,Medium
2015,21600.00,36,8.49,681.76,B,B1,2.0,MORTGAGE,60000.00,40-70k,Verified,debt_consolidation,CO,17.42,10-20,687.0,67.70,0,"Fully Paid",0,1,Low
2015,12000.00,36,9.17,382.55,B,B2,10.0,MORTGAGE,105000.00,100-150k,"Source Verified",credit_card,TN,16.86,10-20,672.0,34.10,1,"Fully Paid",0,2,Medium
2015,28000.00,36,7.91,876.26,A,A5,8.0,MORTGAGE,102000.00,100-150k,"Source Verified",credit_card,IN,21.05,20-30,702.0,39.90,1,"Fully Paid",0,1,Low
2015,6400.00,36,11.48,210.99,B,B5,10.0,RENT,33000.00,<40k,Verified,credit_card,FL,15.60,10-20,687.0,56.50,0,"Fully Paid",0,0,Low
2015,15000.00,36,9.17,478.19,B,B2,10.0,RENT,48000.00,40-70k,"Source Verified",car,NY,12.20,10-20,682.0,60.10,0,"Fully Paid",0,1,Low
2015,13000.00,36,7.91,406.84,A,A5,2.0,RENT,70000.00,40-70k,"Not Verified",credit_card,TX,26.32,20-30,712.0,40.60,0,"Fully Paid",0,1,Low
2015,10000.00,36,13.44,339.07,C,C3,3.0,RENT,80000.00,70-100k,"Not Verified",credit_card,CT,15.56,10-20,672.0,57.00,1,"Fully Paid",0,3,Medium
2015,24800.00,36,7.91,776.12,A,A5,10.0,MORTGAGE,95000.00,70-100k,"Source Verified",debt_consolidation,CO,14.76,10-20,767.0,34.30,0,"Fully Paid",0,0,Low
2015,12000.00,60,10.78,259.60,B,B4,10.0,OWN,56000.00,40-70k,"Not Verified",other,AR,25.98,20-30,707.0,28.60,0,"Charged Off",1,1,Low
2015,15000.00,36,11.99,498.15,C,C1,1.0,MORTGAGE,65000.00,40-70k,"Source Verified",debt_consolidation,CA,17.56,10-20,667.0,88.30,0,"Fully Paid",0,3,Medium
2015,24000.00,36,5.32,722.76,A,A1,3.0,MORTGAGE,120000.00,100-150k,"Not Verified",credit_card,NJ,15.82,10-20,727.0,35.40,0,"Fully Paid",0,0,Low
2015,2000.00,36,13.44,67.82,C,C3,10.0,OWN,75600.00,70-100k,Verified,debt_consolidation,KY,10.17,10-20,687.0,92.70,1,"Fully Paid",0,3,Medium
2015,22600.00,36,15.77,791.99,D,D1,3.0,MORTGAGE,53867.00,40-70k,"Not Verified",debt_consolidation,CA,25.31,20-30,677.0,53.50,0,"Fully Paid",0,3,Medium
2015,13500.00,36,23.13,523.50,F,F2,10.0,RENT,50000.00,40-70k,"Source Verified",debt_consolidation,FL,25.30,20-30,662.0,23.00,0,"Charged Off",1,4,High
2015,6000.00,36,10.78,195.81,B,B4,10.0,MORTGAGE,66000.00,40-70k,"Not Verified",car,MN,19.96,10-20,697.0,23.90,1,"Charged Off",1,1,Low
2015,5000.00,36,6.49,153.23,A,A2,10.0,OWN,55000.00,40-70k,"Not Verified",debt_consolidation,NH,29.15,20-30,702.0,42.20,0,"Fully Paid",0,1,Low
2015,20000.00,36,7.49,622.04,A,A4,10.0,MORTGAGE,100000.00,70-100k,"Not Verified",credit_card,MA,12.18,10-20,737.0,46.80,0,"Fully Paid",0,0,Low
2015,12000.00,36,9.80,386.09,B,B3,10.0,MORTGAGE,103000.00,100-150k,"Source Verified",debt_consolidation,VA,18.54,10-20,682.0,74.90,1,"Fully Paid",0,2,Medium
2015,32000.00,36,11.48,1054.93,B,B5,10.0,MORTGAGE,107000.00,100-150k,Verified,credit_card,VT,19.13,10-20,712.0,89.00,0,"Fully Paid",0,1,Low
2015,15200.00,60,13.99,353.60,C,C4,10.0,OWN,69998.00,40-70k,Verified,debt_consolidation,MO,14.52,10-20,662.0,85.60,0,"Charged Off",1,3,Medium
2015,12500.00,60,11.99,278.00,C,C1,0.0,MORTGAGE,60000.00,40-70k,"Not Verified",debt_consolidation,NC,16.98,10-20,687.0,69.00,0,"Fully Paid",0,2,Medium
2015,21000.00,36,10.78,685.33,B,B4,4.0,MORTGAGE,81000.00,70-100k,"Not Verified",debt_consolidation,IN,17.19,10-20,702.0,45.60,0,"Fully Paid",0,0,Low
2015,16000.00,36,8.49,505.01,B,B1,3.0,RENT,35000.00,<40k,"Not Verified",credit_card,NE,24.49,20-30,707.0,50.90,0,"Fully Paid",0,0,Low
2015,24650.00,36,11.48,812.63,B,B5,10.0,MORTGAGE,100000.00,70-100k,Verified,debt_consolidation,CA,22.64,20-30,727.0,56.00,0,"Fully Paid",0,0,Low
2015,11000.00,36,7.91,344.25,A,A5,3.0,MORTGAGE,77000.00,70-100k,"Not Verified",debt_consolidation,OH,28.73,20-30,687.0,60.30,2,"Fully Paid",0,3,Medium
2015,22400.00,60,14.85,531.14,C,C5,10.0,RENT,70000.00,40-70k,Verified,credit_card,RI,18.69,10-20,697.0,69.80,0,"Fully Paid",0,2,Medium
2015,15125.00,60,18.49,388.12,D,D5,10.0,MORTGAGE,61000.00,40-70k,Verified,debt_consolidation,FL,25.38,20-30,682.0,47.00,0,"Charged Off",1,2,Medium
2015,8000.00,36,7.91,250.36,A,A5,10.0,MORTGAGE,63800.00,40-70k,"Not Verified",debt_consolidation,TX,23.76,20-30,732.0,32.20,1,"Fully Paid",0,1,Low
2015,8000.00,36,9.17,255.04,B,B2,2.0,RENT,52000.00,40-70k,"Source Verified",major_purchase,CA,11.86,10-20,667.0,26.20,1,"Fully Paid",0,2,Medium
2015,11000.00,36,14.85,380.52,C,C5,2.0,RENT,42240.00,40-70k,"Source Verified",home_improvement,MA,19.18,10-20,687.0,26.10,1,"Fully Paid",0,2,Medium
2015,28500.00,60,18.99,739.15,E,E1,0.0,MORTGAGE,70000.00,40-70k,"Source Verified",debt_consolidation,WA,29.37,20-30,692.0,77.00,0,"Fully Paid",0,4,High
2015,25000.00,36,6.49,766.12,A,A2,5.0,OWN,120000.00,100-150k,"Not Verified",credit_card,TX,21.30,20-30,747.0,28.00,0,"Fully Paid",0,0,Low
2015,7000.00,36,9.17,223.16,B,B2,5.0,RENT,70000.00,40-70k,"Not Verified",moving,CA,16.10,10-20,662.0,47.00,0,"Fully Paid",0,1,Low
2015,12000.00,36,9.80,386.09,B,B3,0.0,MORTGAGE,100000.00,70-100k,"Source Verified",debt_consolidation,IL,12.07,10-20,667.0,65.40,0,"Fully Paid",0,2,Medium
2015,5875.00,36,15.77,205.89,D,D1,10.0,RENT,56000.00,40-70k,Verified,debt_consolidation,IL,25.65,20-30,672.0,38.70,0,"Fully Paid",0,3,Medium
2015,18000.00,60,18.49,461.90,D,D5,10.0,RENT,145000.00,100-150k,"Source Verified",debt_consolidation,CA,15.54,10-20,672.0,47.90,0,"Fully Paid",0,2,Medium
2015,28000.00,36,7.91,876.26,A,A5,1.0,MORTGAGE,160000.00,150k+,"Not Verified",home_improvement,WA,23.69,20-30,712.0,75.20,0,"Fully Paid",0,1,Low
2015,35000.00,60,9.80,740.21,B,B3,10.0,RENT,205000.00,150k+,"Source Verified",moving,CA,5.71,0-10,712.0,22.80,0,"Fully Paid",0,0,Low
2015,31800.00,60,16.59,783.32,D,D2,0.0,MORTGAGE,65000.00,40-70k,"Source Verified",debt_consolidation,AR,24.15,20-30,812.0,17.70,0,"Fully Paid",0,1,Low
2015,25000.00,60,17.97,634.43,D,D4,10.0,MORTGAGE,105000.00,100-150k,"Not Verified",debt_consolidation,VA,22.57,20-30,682.0,31.30,0,"Fully Paid",0,1,Low
2015,16000.00,36,17.27,572.60,D,D3,6.0,RENT,54000.00,40-70k,Verified,debt_consolidation,NY,20.73,20-30,717.0,27.80,0,"Fully Paid",0,1,Low
2015,35000.00,60,16.59,862.15,D,D2,5.0,MORTGAGE,139000.00,100-150k,"Source Verified",credit_card,CA,14.95,10-20,672.0,77.80,0,"Fully Paid",0,3,Medium
2015,18000.00,36,7.91,563.31,A,A5,1.0,OWN,60000.00,40-70k,"Not Verified",credit_card,FL,11.52,10-20,682.0,50.30,0,"Charged Off",1,0,Low
2015,10000.00,36,7.49,311.02,A,A4,0.0,MORTGAGE,55500.00,40-70k,"Source Verified",debt_consolidation,PA,15.05,10-20,702.0,41.50,1,"Fully Paid",0,1,Low
2015,8000.00,36,14.85,276.74,C,C5,2.0,RENT,53040.00,40-70k,Verified,credit_card,HI,20.54,20-30,662.0,63.00,0,"Fully Paid",0,3,Medium
2015,15000.00,36,5.32,451.73,A,A1,NULL,MORTGAGE,75000.00,70-100k,"Not Verified",debt_consolidation,NJ,8.75,0-10,782.0,12.30,0,"Fully Paid",0,0,Low
2015,20000.00,60,11.99,444.79,C,C1,4.0,MORTGAGE,155000.00,150k+,"Source Verified",house,NC,22.47,20-30,712.0,34.80,1,"Fully Paid",0,2,Medium
2015,14000.00,60,19.89,370.06,E,E3,10.0,MORTGAGE,80000.00,70-100k,"Source Verified",small_business,TN,14.39,10-20,702.0,58.80,0,"Fully Paid",0,2,Medium
2015,20500.00,36,8.49,647.04,B,B1,NULL,RENT,77700.00,70-100k,Verified,debt_consolidation,CA,18.56,10-20,687.0,39.00,0,"Fully Paid",0,0,Low
2015,4700.00,36,13.99,160.62,C,C4,4.0,MORTGAGE,88000.00,70-100k,"Source Verified",debt_consolidation,VA,14.21,10-20,662.0,77.60,0,"Fully Paid",0,3,Medium
2015,28000.00,60,9.17,583.55,B,B2,4.0,MORTGAGE,76008.00,70-100k,"Source Verified",debt_consolidation,CA,14.47,10-20,692.0,43.10,0,"Fully Paid",0,0,Low
2015,12000.00,36,7.91,375.54,A,A5,10.0,MORTGAGE,71000.00,70-100k,"Not Verified",debt_consolidation,TN,24.86,20-30,717.0,38.30,1,"Fully Paid",0,1,Low
2015,7200.00,36,7.91,225.33,A,A5,0.0,RENT,42500.00,40-70k,"Source Verified",credit_card,FL,11.07,10-20,672.0,47.10,5,"Fully Paid",0,2,Medium
2015,11000.00,36,7.49,342.12,A,A4,NULL,OWN,33000.00,<40k,"Not Verified",debt_consolidation,DE,37.56,30-40,802.0,7.10,0,"Fully Paid",0,1,Low
2015,11000.00,60,13.99,255.90,C,C4,5.0,MORTGAGE,52000.00,40-70k,"Not Verified",debt_consolidation,CA,5.70,0-10,662.0,56.80,0,"Charged Off",1,2,Medium
2015,3500.00,36,9.80,112.61,B,B3,1.0,MORTGAGE,45000.00,40-70k,"Source Verified",car,WI,22.29,20-30,727.0,26.10,1,"Fully Paid",0,1,Low
2015,23850.00,36,13.44,808.67,C,C3,3.0,OWN,111000.00,100-150k,"Source Verified",major_purchase,CA,13.58,10-20,662.0,53.30,0,"Fully Paid",0,2,Medium
2015,3600.00,36,15.77,126.16,D,D1,3.0,RENT,70000.00,40-70k,"Source Verified",other,VT,14.33,10-20,687.0,52.00,1,"Fully Paid",0,2,Medium
2015,16500.00,36,11.99,547.96,C,C1,10.0,MORTGAGE,76000.00,70-100k,"Source Verified",credit_card,OR,2.56,0-10,727.0,23.50,0,"Fully Paid",0,1,Low
2015,8275.00,36,10.78,270.06,B,B4,NULL,MORTGAGE,55000.00,40-70k,Verified,credit_card,NJ,38.05,30-40,717.0,89.70,0,"Fully Paid",0,2,Medium
2015,35000.00,36,17.27,1252.56,D,D3,0.0,MORTGAGE,80000.00,70-100k,"Source Verified",home_improvement,CO,15.77,10-20,692.0,74.10,2,"Fully Paid",0,3,Medium
2015,20000.00,36,5.32,602.30,A,A1,0.0,MORTGAGE,106000.00,100-150k,"Not Verified",debt_consolidation,MA,20.04,20-30,737.0,35.20,0,"Fully Paid",0,0,Low
2015,22800.00,36,5.32,686.62,A,A1,6.0,MORTGAGE,76000.00,70-100k,"Not Verified",debt_consolidation,NY,21.96,20-30,737.0,37.30,0,"Fully Paid",0,0,Low
2015,10000.00,36,8.49,315.63,B,B1,4.0,OWN,35000.00,<40k,"Not Verified",credit_card,MS,33.54,30-40,707.0,44.30,0,"Fully Paid",0,1,Low
2015,19000.00,36,10.78,620.06,B,B4,10.0,MORTGAGE,155000.00,150k+,"Not Verified",debt_consolidation,NJ,18.42,10-20,667.0,75.20,0,"Fully Paid",0,2,Medium
2015,6000.00,36,16.59,212.70,D,D2,2.0,RENT,40000.00,<40k,"Not Verified",debt_consolidation,OR,10.80,10-20,662.0,46.80,0,"Charged Off",1,2,Medium
2015,35000.00,36,16.59,1240.72,D,D2,10.0,MORTGAGE,105000.00,100-150k,Verified,credit_card,PA,27.22,20-30,702.0,66.30,0,"Fully Paid",0,3,Medium
2015,6000.00,36,13.99,205.04,C,C4,10.0,MORTGAGE,210000.00,150k+,"Source Verified",debt_consolidation,TX,12.55,10-20,667.0,88.80,0,"Fully Paid",0,3,Medium
2015,16000.00,36,13.99,546.77,C,C4,0.0,RENT,52000.00,40-70k,"Source Verified",debt_consolidation,NJ,33.12,30-40,707.0,26.20,0,"Charged Off",1,2,Medium
